bbox_count,source,stratify_group,fold
55,arvalis_3,arvalis_3_3,2
69,ethz_1,ethz_1_4,3
76,ethz_1,ethz_1_5,4
63,ethz_1,ethz_1_4,0
70,ethz_1,ethz_1_4,3
35,usask_1,usask_1_2,0
53,arvalis_3,arvalis_3_3,2
41,arvalis_1,arvalis_1_2,0
35,arvalis_1,arvalis_1_2,4
58,arvalis_3,arvalis_3_3,3
60,rres_1,rres_1_4,2
43,arvalis_1,arvalis_1_2,4
46,arvalis_1,arvalis_1_3,2
54,arvalis_1,arvalis_1_3,4
31,arvalis_1,arvalis_1_2,1
65,ethz_1,ethz_1_4,1
44,rres_1,rres_1_2,4
34,rres_1,rres_1_2,3
25,arvalis_2,arvalis_2_1,2
72,ethz_1,ethz_1_4,1
26,arvalis_1,arvalis_1_1,2
5,arvalis_3,arvalis_3_0,3
26,arvalis_1,arvalis_1_1,3
55,rres_1,rres_1_3,0
32,arvalis_1,arvalis_1_2,0
57,rres_1,rres_1_3,2
62,rres_1,rres_1_4,2
38,usask_1,usask_1_2,4
25,arvalis_1,arvalis_1_1,3
43,arvalis_1,arvalis_1_2,0
50,rres_1,rres_1_3,0
46,rres_1,rres_1_3,4
21,arvalis_3,arvalis_3_1,2
41,arvalis_1,arvalis_1_2,2
36,rres_1,rres_1_2,0
40,rres_1,rres_1_2,3
16,rres_1,rres_1_1,3
29,usask_1,usask_1_1,0
32,rres_1,rres_1_2,2
54,arvalis_1,arvalis_1_3,0
55,rres_1,rres_1_3,2
32,arvalis_1,arvalis_1_2,2
49,arvalis_3,arvalis_3_3,2
65,ethz_1,ethz_1_4,1
81,ethz_1,ethz_1_5,1
53,rres_1,rres_1_3,1
29,arvalis_1,arvalis_1_1,3
40,rres_1,rres_1_2,4
5,arvalis_3,arvalis_3_0,4
26,arvalis_2,arvalis_2_1,3
53,arvalis_1,arvalis_1_3,0
59,ethz_1,ethz_1_3,3
58,arvalis_1,arvalis_1_3,2
42,arvalis_3,arvalis_3_2,2
3,arvalis_3,arvalis_3_0,3
46,arvalis_1,arvalis_1_3,2
37,arvalis_1,arvalis_1_2,1
43,arvalis_1,arvalis_1_2,0
41,arvalis_1,arvalis_1_2,4
20,inrae_1,inrae_1_1,2
49,arvalis_3,arvalis_3_3,2
65,ethz_1,ethz_1_4,2
15,arvalis_3,arvalis_3_1,4
54,ethz_1,ethz_1_3,4
40,arvalis_1,arvalis_1_2,0
21,arvalis_2,arvalis_2_1,1
82,ethz_1,ethz_1_5,1
51,arvalis_1,arvalis_1_3,2
26,arvalis_2,arvalis_2_1,3
21,arvalis_2,arvalis_2_1,1
65,arvalis_1,arvalis_1_4,4
83,ethz_1,ethz_1_5,0
1,arvalis_3,arvalis_3_0,2
80,ethz_1,ethz_1_5,3
43,arvalis_1,arvalis_1_2,3
43,usask_1,usask_1_2,4
72,ethz_1,ethz_1_4,1
34,usask_1,usask_1_2,3
54,arvalis_3,arvalis_3_3,0
45,arvalis_1,arvalis_1_3,3
70,ethz_1,ethz_1_4,3
74,ethz_1,ethz_1_4,2
61,ethz_1,ethz_1_4,1
40,rres_1,rres_1_2,4
77,ethz_1,ethz_1_5,3
60,ethz_1,ethz_1_4,2
43,arvalis_1,arvalis_1_2,1
30,arvalis_1,arvalis_1_2,2
69,ethz_1,ethz_1_4,0
38,usask_1,usask_1_2,4
57,arvalis_1,arvalis_1_3,3
20,usask_1,usask_1_1,3
32,arvalis_3,arvalis_3_2,1
29,usask_1,usask_1_1,2
60,rres_1,rres_1_4,3
49,arvalis_3,arvalis_3_3,0
50,rres_1,rres_1_3,2
61,arvalis_1,arvalis_1_4,2
26,usask_1,usask_1_1,1
31,arvalis_3,arvalis_3_2,3
32,usask_1,usask_1_2,0
64,ethz_1,ethz_1_4,2
24,arvalis_3,arvalis_3_1,2
46,arvalis_3,arvalis_3_3,3
48,arvalis_3,arvalis_3_3,0
6,arvalis_3,arvalis_3_0,3
62,rres_1,rres_1_4,4
30,usask_1,usask_1_2,2
35,arvalis_1,arvalis_1_2,2
38,arvalis_1,arvalis_1_2,2
57,ethz_1,ethz_1_3,2
43,arvalis_1,arvalis_1_2,1
7,arvalis_3,arvalis_3_0,3
55,arvalis_1,arvalis_1_3,4
12,arvalis_3,arvalis_3_0,3
43,arvalis_3,arvalis_3_2,3
17,inrae_1,inrae_1_1,1
21,arvalis_2,arvalis_2_1,1
17,arvalis_3,arvalis_3_1,3
48,arvalis_1,arvalis_1_3,3
60,arvalis_1,arvalis_1_4,2
57,ethz_1,ethz_1_3,1
19,arvalis_2,arvalis_2_1,4
40,arvalis_1,arvalis_1_2,2
47,rres_1,rres_1_3,1
70,ethz_1,ethz_1_4,2
37,rres_1,rres_1_2,0
36,arvalis_1,arvalis_1_2,1
17,arvalis_2,arvalis_2_1,2
30,arvalis_1,arvalis_1_2,0
46,rres_1,rres_1_3,1
51,arvalis_1,arvalis_1_3,4
23,inrae_1,inrae_1_1,4
32,arvalis_3,arvalis_3_2,4
48,arvalis_1,arvalis_1_3,2
17,arvalis_3,arvalis_3_1,4
21,arvalis_1,arvalis_1_1,2
33,inrae_1,inrae_1_2,2
50,arvalis_1,arvalis_1_3,2
49,arvalis_3,arvalis_3_3,3
38,rres_1,rres_1_2,3
10,arvalis_3,arvalis_3_0,2
40,arvalis_1,arvalis_1_2,4
76,ethz_1,ethz_1_5,3
58,ethz_1,ethz_1_3,0
64,ethz_1,ethz_1_4,4
31,arvalis_1,arvalis_1_2,2
53,ethz_1,ethz_1_3,4
14,arvalis_3,arvalis_3_0,1
29,arvalis_2,arvalis_2_1,1
61,ethz_1,ethz_1_4,1
45,arvalis_1,arvalis_1_3,0
63,ethz_1,ethz_1_4,3
95,ethz_1,ethz_1_6,0
30,inrae_1,inrae_1_2,2
35,arvalis_1,arvalis_1_2,3
14,arvalis_1,arvalis_1_0,0
71,ethz_1,ethz_1_4,4
44,arvalis_1,arvalis_1_2,3
51,ethz_1,ethz_1_3,0
45,arvalis_1,arvalis_1_3,3
11,inrae_1,inrae_1_0,0
65,arvalis_1,arvalis_1_4,3
23,rres_1,rres_1_1,1
8,arvalis_3,arvalis_3_0,4
38,arvalis_3,arvalis_3_2,3
44,arvalis_1,arvalis_1_2,0
50,rres_1,rres_1_3,4
1,arvalis_3,arvalis_3_0,0
56,ethz_1,ethz_1_3,4
17,arvalis_2,arvalis_2_1,1
17,arvalis_2,arvalis_2_1,3
82,arvalis_1,arvalis_1_5,3
40,usask_1,usask_1_2,0
38,arvalis_1,arvalis_1_2,1
51,arvalis_1,arvalis_1_3,1
50,arvalis_1,arvalis_1_3,1
55,ethz_1,ethz_1_3,0
28,arvalis_1,arvalis_1_1,3
60,arvalis_1,arvalis_1_4,4
50,arvalis_1,arvalis_1_3,0
23,arvalis_1,arvalis_1_1,4
42,arvalis_1,arvalis_1_2,4
27,arvalis_2,arvalis_2_1,3
38,usask_1,usask_1_2,4
25,arvalis_3,arvalis_3_1,2
38,arvalis_3,arvalis_3_2,0
71,ethz_1,ethz_1_4,0
23,arvalis_3,arvalis_3_1,0
58,ethz_1,ethz_1_3,1
55,rres_1,rres_1_3,1
48,arvalis_1,arvalis_1_3,2
64,ethz_1,ethz_1_4,1
84,ethz_1,ethz_1_5,4
56,ethz_1,ethz_1_3,0
25,arvalis_3,arvalis_3_1,2
22,arvalis_2,arvalis_2_1,0
26,usask_1,usask_1_1,2
58,ethz_1,ethz_1_3,1
81,ethz_1,ethz_1_5,1
44,arvalis_1,arvalis_1_2,0
41,arvalis_1,arvalis_1_2,0
45,rres_1,rres_1_3,2
24,arvalis_2,arvalis_2_1,4
57,rres_1,rres_1_3,3
27,usask_1,usask_1_1,0
60,ethz_1,ethz_1_4,3
67,rres_1,rres_1_4,3
31,usask_1,usask_1_2,3
61,arvalis_1,arvalis_1_4,2
41,rres_1,rres_1_2,2
28,arvalis_1,arvalis_1_1,1
25,arvalis_2,arvalis_2_1,3
22,arvalis_2,arvalis_2_1,3
11,arvalis_3,arvalis_3_0,2
82,ethz_1,ethz_1_5,2
33,arvalis_1,arvalis_1_2,0
55,ethz_1,ethz_1_3,0
30,arvalis_1,arvalis_1_2,3
39,usask_1,usask_1_2,0
32,arvalis_1,arvalis_1_2,4
36,arvalis_1,arvalis_1_2,1
60,ethz_1,ethz_1_4,3
20,arvalis_3,arvalis_3_1,0
74,ethz_1,ethz_1_4,3
75,arvalis_3,arvalis_3_5,3
36,usask_1,usask_1_2,2
51,rres_1,rres_1_3,4
44,arvalis_1,arvalis_1_2,3
52,rres_1,rres_1_3,0
68,ethz_1,ethz_1_4,4
34,arvalis_1,arvalis_1_2,2
72,ethz_1,ethz_1_4,0
19,arvalis_3,arvalis_3_1,3
68,ethz_1,ethz_1_4,2
73,ethz_1,ethz_1_4,0
77,ethz_1,ethz_1_5,1
36,rres_1,rres_1_2,1
62,arvalis_3,arvalis_3_4,3
19,usask_1,usask_1_1,1
49,arvalis_1,arvalis_1_3,3
29,usask_1,usask_1_1,0
46,arvalis_1,arvalis_1_3,0
48,arvalis_1,arvalis_1_3,3
28,arvalis_1,arvalis_1_1,4
52,arvalis_1,arvalis_1_3,2
34,arvalis_1,arvalis_1_2,3
35,usask_1,usask_1_2,2
39,usask_1,usask_1_2,4
24,arvalis_3,arvalis_3_1,0
43,arvalis_1,arvalis_1_2,1
67,ethz_1,ethz_1_4,0
56,arvalis_1,arvalis_1_3,4
62,ethz_1,ethz_1_4,1
45,rres_1,rres_1_3,0
39,arvalis_3,arvalis_3_2,2
77,ethz_1,ethz_1_5,1
44,arvalis_1,arvalis_1_2,0
97,arvalis_1,arvalis_1_6,0
35,arvalis_1,arvalis_1_2,0
34,arvalis_1,arvalis_1_2,4
73,ethz_1,ethz_1_4,3
21,arvalis_2,arvalis_2_1,0
13,inrae_1,inrae_1_0,1
61,rres_1,rres_1_4,4
18,usask_1,usask_1_1,0
41,rres_1,rres_1_2,2
11,arvalis_2,arvalis_2_0,4
31,usask_1,usask_1_2,3
51,arvalis_1,arvalis_1_3,3
81,ethz_1,ethz_1_5,1
29,rres_1,rres_1_1,0
53,arvalis_3,arvalis_3_3,3
77,ethz_1,ethz_1_5,2
23,arvalis_2,arvalis_2_1,4
42,arvalis_1,arvalis_1_2,4
47,arvalis_1,arvalis_1_3,3
46,arvalis_1,arvalis_1_3,2
32,arvalis_1,arvalis_1_2,3
77,arvalis_1,arvalis_1_5,1
68,ethz_1,ethz_1_4,0
23,arvalis_3,arvalis_3_1,3
37,usask_1,usask_1_2,4
29,arvalis_1,arvalis_1_1,0
78,ethz_1,ethz_1_5,2
1,arvalis_3,arvalis_3_0,4
87,arvalis_3,arvalis_3_5,0
53,arvalis_1,arvalis_1_3,0
44,rres_1,rres_1_2,3
61,arvalis_1,arvalis_1_4,3
63,rres_1,rres_1_4,3
54,arvalis_1,arvalis_1_3,1
46,ethz_1,ethz_1_3,3
29,rres_1,rres_1_1,3
23,arvalis_3,arvalis_3_1,2
66,ethz_1,ethz_1_4,1
9,arvalis_3,arvalis_3_0,0
44,arvalis_1,arvalis_1_2,4
63,rres_1,rres_1_4,2
25,usask_1,usask_1_1,1
36,arvalis_1,arvalis_1_2,1
59,arvalis_1,arvalis_1_3,4
39,rres_1,rres_1_2,2
29,arvalis_3,arvalis_3_1,4
75,ethz_1,ethz_1_5,4
22,arvalis_3,arvalis_3_1,4
68,rres_1,rres_1_4,4
57,rres_1,rres_1_3,3
45,arvalis_1,arvalis_1_3,0
13,arvalis_2,arvalis_2_0,2
57,ethz_1,ethz_1_3,4
26,arvalis_1,arvalis_1_1,1
31,inrae_1,inrae_1_2,3
4,arvalis_3,arvalis_3_0,1
88,ethz_1,ethz_1_5,1
22,arvalis_2,arvalis_2_1,3
59,ethz_1,ethz_1_3,3
26,arvalis_2,arvalis_2_1,1
78,ethz_1,ethz_1_5,4
35,arvalis_3,arvalis_3_2,0
67,ethz_1,ethz_1_4,3
42,arvalis_3,arvalis_3_2,0
38,rres_1,rres_1_2,2
18,arvalis_2,arvalis_2_1,2
54,rres_1,rres_1_3,0
46,arvalis_1,arvalis_1_3,0
8,arvalis_3,arvalis_3_0,4
29,rres_1,rres_1_1,4
28,arvalis_3,arvalis_3_1,1
16,arvalis_2,arvalis_2_1,0
61,rres_1,rres_1_4,3
23,usask_1,usask_1_1,4
20,arvalis_2,arvalis_2_1,0
14,inrae_1,inrae_1_0,1
33,arvalis_1,arvalis_1_2,0
12,inrae_1,inrae_1_0,4
34,rres_1,rres_1_2,4
41,arvalis_1,arvalis_1_2,1
26,arvalis_2,arvalis_2_1,3
66,ethz_1,ethz_1_4,2
8,arvalis_3,arvalis_3_0,2
72,ethz_1,ethz_1_4,2
34,arvalis_1,arvalis_1_2,2
39,arvalis_3,arvalis_3_2,4
38,arvalis_1,arvalis_1_2,0
31,arvalis_1,arvalis_1_2,0
31,usask_1,usask_1_2,3
29,usask_1,usask_1_1,1
48,arvalis_1,arvalis_1_3,3
21,inrae_1,inrae_1_1,2
65,ethz_1,ethz_1_4,2
57,ethz_1,ethz_1_3,2
56,rres_1,rres_1_3,1
8,arvalis_3,arvalis_3_0,0
65,arvalis_1,arvalis_1_4,0
35,rres_1,rres_1_2,0
28,arvalis_1,arvalis_1_1,1
85,arvalis_1,arvalis_1_5,3
46,rres_1,rres_1_3,3
66,ethz_1,ethz_1_4,0
48,arvalis_1,arvalis_1_3,3
33,arvalis_1,arvalis_1_2,1
56,rres_1,rres_1_3,0
22,arvalis_2,arvalis_2_1,2
22,usask_1,usask_1_1,1
43,ethz_1,ethz_1_2,0
65,ethz_1,ethz_1_4,0
34,arvalis_1,arvalis_1_2,4
47,rres_1,rres_1_3,2
29,arvalis_3,arvalis_3_1,4
67,rres_1,rres_1_4,2
65,arvalis_1,arvalis_1_4,3
46,arvalis_1,arvalis_1_3,1
34,rres_1,rres_1_2,3
55,ethz_1,ethz_1_3,2
27,usask_1,usask_1_1,4
82,ethz_1,ethz_1_5,1
47,arvalis_1,arvalis_1_3,0
6,arvalis_3,arvalis_3_0,0
50,arvalis_3,arvalis_3_3,4
45,rres_1,rres_1_3,0
20,inrae_1,inrae_1_1,3
47,arvalis_1,arvalis_1_3,0
63,arvalis_1,arvalis_1_4,2
40,usask_1,usask_1_2,3
32,usask_1,usask_1_2,0
15,usask_1,usask_1_1,0
54,arvalis_1,arvalis_1_3,4
65,arvalis_3,arvalis_3_4,3
33,arvalis_1,arvalis_1_2,2
68,ethz_1,ethz_1_4,1
48,arvalis_1,arvalis_1_3,4
49,arvalis_1,arvalis_1_3,0
76,ethz_1,ethz_1_5,1
37,arvalis_1,arvalis_1_2,0
38,arvalis_3,arvalis_3_2,4
36,rres_1,rres_1_2,4
41,arvalis_3,arvalis_3_2,3
26,arvalis_3,arvalis_3_1,0
50,ethz_1,ethz_1_3,1
14,arvalis_3,arvalis_3_0,3
37,arvalis_3,arvalis_3_2,1
56,arvalis_3,arvalis_3_3,4
51,ethz_1,ethz_1_3,3
25,usask_1,usask_1_1,1
33,arvalis_1,arvalis_1_2,1
30,usask_1,usask_1_2,2
63,ethz_1,ethz_1_4,0
45,arvalis_1,arvalis_1_3,4
68,ethz_1,ethz_1_4,1
22,arvalis_2,arvalis_2_1,0
34,arvalis_1,arvalis_1_2,2
36,arvalis_1,arvalis_1_2,4
29,inrae_1,inrae_1_1,4
56,arvalis_1,arvalis_1_3,0
72,arvalis_1,arvalis_1_4,2
41,arvalis_1,arvalis_1_2,2
82,ethz_1,ethz_1_5,1
55,rres_1,rres_1_3,2
19,arvalis_2,arvalis_2_1,1
24,arvalis_2,arvalis_2_1,2
57,ethz_1,ethz_1_3,1
57,ethz_1,ethz_1_3,0
21,arvalis_3,arvalis_3_1,0
18,arvalis_3,arvalis_3_1,0
50,arvalis_1,arvalis_1_3,3
80,ethz_1,ethz_1_5,1
41,arvalis_1,arvalis_1_2,0
38,usask_1,usask_1_2,2
30,arvalis_1,arvalis_1_2,4
34,usask_1,usask_1_2,1
27,rres_1,rres_1_1,0
18,inrae_1,inrae_1_1,0
63,rres_1,rres_1_4,4
58,rres_1,rres_1_3,2
38,arvalis_1,arvalis_1_2,2
69,arvalis_1,arvalis_1_4,1
52,arvalis_3,arvalis_3_3,2
14,arvalis_2,arvalis_2_0,1
57,ethz_1,ethz_1_3,2
38,arvalis_1,arvalis_1_2,1
42,arvalis_1,arvalis_1_2,2
34,usask_1,usask_1_2,3
79,ethz_1,ethz_1_5,1
10,arvalis_3,arvalis_3_0,3
35,arvalis_1,arvalis_1_2,3
38,arvalis_1,arvalis_1_2,2
51,ethz_1,ethz_1_3,0
65,ethz_1,ethz_1_4,4
33,arvalis_1,arvalis_1_2,2
44,arvalis_1,arvalis_1_2,0
5,arvalis_3,arvalis_3_0,0
26,arvalis_1,arvalis_1_1,1
78,ethz_1,ethz_1_5,2
63,ethz_1,ethz_1_4,1
50,rres_1,rres_1_3,2
45,arvalis_1,arvalis_1_3,4
57,ethz_1,ethz_1_3,4
44,rres_1,rres_1_2,3
9,arvalis_3,arvalis_3_0,2
40,rres_1,rres_1_2,2
55,arvalis_3,arvalis_3_3,1
31,arvalis_1,arvalis_1_2,0
41,arvalis_1,arvalis_1_2,3
34,arvalis_1,arvalis_1_2,0
63,arvalis_3,arvalis_3_4,2
42,arvalis_1,arvalis_1_2,0
41,arvalis_1,arvalis_1_2,1
42,arvalis_1,arvalis_1_2,0
54,arvalis_1,arvalis_1_3,1
65,rres_1,rres_1_4,3
82,ethz_1,ethz_1_5,0
2,arvalis_3,arvalis_3_0,0
58,ethz_1,ethz_1_3,4
47,arvalis_1,arvalis_1_3,2
49,arvalis_1,arvalis_1_3,4
13,inrae_1,inrae_1_0,2
69,ethz_1,ethz_1_4,1
11,arvalis_3,arvalis_3_0,4
70,arvalis_1,arvalis_1_4,0
38,usask_1,usask_1_2,3
81,arvalis_1,arvalis_1_5,0
19,arvalis_2,arvalis_2_1,1
20,usask_1,usask_1_1,2
36,arvalis_3,arvalis_3_2,0
48,rres_1,rres_1_3,1
13,inrae_1,inrae_1_0,1
25,inrae_1,inrae_1_1,4
21,arvalis_2,arvalis_2_1,4
30,arvalis_1,arvalis_1_2,1
17,arvalis_3,arvalis_3_1,3
54,ethz_1,ethz_1_3,1
31,usask_1,usask_1_2,4
64,arvalis_1,arvalis_1_4,4
50,arvalis_1,arvalis_1_3,2
20,arvalis_3,arvalis_3_1,2
77,ethz_1,ethz_1_5,1
68,ethz_1,ethz_1_4,2
58,ethz_1,ethz_1_3,4
18,arvalis_2,arvalis_2_1,0
56,arvalis_1,arvalis_1_3,4
65,ethz_1,ethz_1_4,3
23,rres_1,rres_1_1,2
41,arvalis_3,arvalis_3_2,2
14,inrae_1,inrae_1_0,0
53,arvalis_1,arvalis_1_3,3
56,arvalis_1,arvalis_1_3,2
60,ethz_1,ethz_1_4,0
20,arvalis_2,arvalis_2_1,2
24,arvalis_1,arvalis_1_1,3
89,ethz_1,ethz_1_5,4
60,arvalis_1,arvalis_1_4,4
51,arvalis_3,arvalis_3_3,1
56,arvalis_3,arvalis_3_3,1
55,ethz_1,ethz_1_3,0
61,ethz_1,ethz_1_4,1
52,arvalis_1,arvalis_1_3,1
24,inrae_1,inrae_1_1,2
75,ethz_1,ethz_1_5,2
27,arvalis_3,arvalis_3_1,4
46,arvalis_1,arvalis_1_3,0
30,arvalis_1,arvalis_1_2,4
10,arvalis_3,arvalis_3_0,3
25,inrae_1,inrae_1_1,3
45,arvalis_1,arvalis_1_3,3
77,ethz_1,ethz_1_5,0
20,arvalis_1,arvalis_1_1,3
40,usask_1,usask_1_2,2
25,arvalis_2,arvalis_2_1,4
25,inrae_1,inrae_1_1,3
53,arvalis_1,arvalis_1_3,1
50,arvalis_1,arvalis_1_3,4
65,ethz_1,ethz_1_4,3
29,arvalis_3,arvalis_3_1,1
45,arvalis_3,arvalis_3_3,2
21,arvalis_1,arvalis_1_1,4
75,ethz_1,ethz_1_5,0
30,arvalis_1,arvalis_1_2,1
28,arvalis_1,arvalis_1_1,2
58,ethz_1,ethz_1_3,3
44,arvalis_1,arvalis_1_2,1
32,rres_1,rres_1_2,0
13,arvalis_3,arvalis_3_0,0
56,rres_1,rres_1_3,1
13,inrae_1,inrae_1_0,0
16,arvalis_3,arvalis_3_1,2
87,ethz_1,ethz_1_5,0
53,ethz_1,ethz_1_3,0
48,arvalis_1,arvalis_1_3,1
55,arvalis_1,arvalis_1_3,2
52,arvalis_3,arvalis_3_3,2
56,ethz_1,ethz_1_3,4
15,arvalis_2,arvalis_2_1,2
64,arvalis_3,arvalis_3_4,4
78,ethz_1,ethz_1_5,4
36,arvalis_1,arvalis_1_2,0
15,arvalis_3,arvalis_3_1,3
74,ethz_1,ethz_1_4,3
21,arvalis_3,arvalis_3_1,1
34,arvalis_1,arvalis_1_2,1
72,ethz_1,ethz_1_4,4
53,arvalis_3,arvalis_3_3,0
35,arvalis_1,arvalis_1_2,1
66,rres_1,rres_1_4,1
74,ethz_1,ethz_1_4,1
33,arvalis_1,arvalis_1_2,2
14,arvalis_2,arvalis_2_0,0
43,rres_1,rres_1_2,3
57,arvalis_1,arvalis_1_3,0
26,usask_1,usask_1_1,3
8,arvalis_3,arvalis_3_0,4
28,arvalis_1,arvalis_1_1,4
75,ethz_1,ethz_1_5,2
63,ethz_1,ethz_1_4,2
37,arvalis_1,arvalis_1_2,4
61,arvalis_1,arvalis_1_4,3
11,arvalis_2,arvalis_2_0,0
22,inrae_1,inrae_1_1,0
36,arvalis_1,arvalis_1_2,2
15,arvalis_2,arvalis_2_1,2
35,arvalis_1,arvalis_1_2,1
42,rres_1,rres_1_2,0
49,rres_1,rres_1_3,3
38,arvalis_1,arvalis_1_2,1
41,arvalis_1,arvalis_1_2,2
35,arvalis_1,arvalis_1_2,3
33,arvalis_1,arvalis_1_2,0
26,inrae_1,inrae_1_1,1
25,inrae_1,inrae_1_1,2
52,ethz_1,ethz_1_3,4
78,ethz_1,ethz_1_5,3
63,arvalis_1,arvalis_1_4,2
79,ethz_1,ethz_1_5,2
61,arvalis_1,arvalis_1_4,4
35,usask_1,usask_1_2,2
72,ethz_1,ethz_1_4,1
25,arvalis_3,arvalis_3_1,1
54,rres_1,rres_1_3,3
15,arvalis_3,arvalis_3_1,4
48,rres_1,rres_1_3,1
65,ethz_1,ethz_1_4,3
23,arvalis_1,arvalis_1_1,2
19,usask_1,usask_1_1,4
67,ethz_1,ethz_1_4,3
71,ethz_1,ethz_1_4,2
96,ethz_1,ethz_1_6,3
77,ethz_1,ethz_1_5,2
55,rres_1,rres_1_3,3
44,arvalis_1,arvalis_1_2,1
28,arvalis_1,arvalis_1_1,4
40,usask_1,usask_1_2,3
34,rres_1,rres_1_2,1
51,rres_1,rres_1_3,0
13,arvalis_3,arvalis_3_0,1
30,arvalis_1,arvalis_1_2,3
19,usask_1,usask_1_1,4
80,arvalis_1,arvalis_1_5,4
44,rres_1,rres_1_2,1
56,ethz_1,ethz_1_3,1
18,rres_1,rres_1_1,3
68,ethz_1,ethz_1_4,3
43,arvalis_1,arvalis_1_2,2
31,arvalis_1,arvalis_1_2,2
56,rres_1,rres_1_3,3
40,arvalis_1,arvalis_1_2,1
16,usask_1,usask_1_1,2
50,rres_1,rres_1_3,1
49,ethz_1,ethz_1_3,1
28,usask_1,usask_1_1,1
57,arvalis_1,arvalis_1_3,0
22,arvalis_2,arvalis_2_1,2
1,arvalis_3,arvalis_3_0,2
40,usask_1,usask_1_2,2
34,rres_1,rres_1_2,1
80,ethz_1,ethz_1_5,1
17,arvalis_3,arvalis_3_1,4
41,arvalis_1,arvalis_1_2,2
34,rres_1,rres_1_2,3
39,arvalis_1,arvalis_1_2,4
22,inrae_1,inrae_1_1,2
62,ethz_1,ethz_1_4,4
78,ethz_1,ethz_1_5,1
41,arvalis_1,arvalis_1_2,4
22,inrae_1,inrae_1_1,0
45,arvalis_1,arvalis_1_3,0
32,arvalis_1,arvalis_1_2,1
43,arvalis_1,arvalis_1_2,3
39,rres_1,rres_1_2,1
29,arvalis_3,arvalis_3_1,1
37,rres_1,rres_1_2,0
8,inrae_1,inrae_1_0,2
59,rres_1,rres_1_3,4
75,ethz_1,ethz_1_5,1
36,arvalis_1,arvalis_1_2,3
68,ethz_1,ethz_1_4,0
59,rres_1,rres_1_3,2
70,ethz_1,ethz_1_4,1
31,rres_1,rres_1_2,0
22,usask_1,usask_1_1,1
54,arvalis_1,arvalis_1_3,2
44,rres_1,rres_1_2,1
31,arvalis_1,arvalis_1_2,2
69,ethz_1,ethz_1_4,4
61,ethz_1,ethz_1_4,3
49,arvalis_1,arvalis_1_3,1
77,ethz_1,ethz_1_5,0
25,inrae_1,inrae_1_1,0
24,inrae_1,inrae_1_1,1
20,arvalis_2,arvalis_2_1,0
6,arvalis_3,arvalis_3_0,3
33,usask_1,usask_1_2,2
38,arvalis_1,arvalis_1_2,0
29,rres_1,rres_1_1,2
12,arvalis_3,arvalis_3_0,2
12,arvalis_3,arvalis_3_0,1
26,arvalis_1,arvalis_1_1,2
50,arvalis_1,arvalis_1_3,0
22,usask_1,usask_1_1,4
49,rres_1,rres_1_3,0
36,arvalis_1,arvalis_1_2,0
14,inrae_1,inrae_1_0,4
37,arvalis_1,arvalis_1_2,4
45,arvalis_1,arvalis_1_3,4
56,arvalis_3,arvalis_3_3,3
45,arvalis_1,arvalis_1_3,3
63,ethz_1,ethz_1_4,2
30,arvalis_1,arvalis_1_2,1
47,arvalis_1,arvalis_1_3,1
22,arvalis_2,arvalis_2_1,2
60,arvalis_3,arvalis_3_4,4
57,rres_1,rres_1_3,1
38,arvalis_1,arvalis_1_2,0
40,arvalis_3,arvalis_3_2,2
59,rres_1,rres_1_3,2
62,rres_1,rres_1_4,1
65,ethz_1,ethz_1_4,4
77,ethz_1,ethz_1_5,1
19,arvalis_2,arvalis_2_1,2
55,rres_1,rres_1_3,3
34,arvalis_1,arvalis_1_2,3
55,ethz_1,ethz_1_3,0
39,arvalis_1,arvalis_1_2,2
26,arvalis_3,arvalis_3_1,4
70,ethz_1,ethz_1_4,0
32,arvalis_1,arvalis_1_2,2
65,arvalis_1,arvalis_1_4,1
42,rres_1,rres_1_2,0
10,arvalis_3,arvalis_3_0,4
71,ethz_1,ethz_1_4,2
25,arvalis_1,arvalis_1_1,0
52,arvalis_1,arvalis_1_3,2
47,arvalis_1,arvalis_1_3,4
35,arvalis_1,arvalis_1_2,1
18,arvalis_3,arvalis_3_1,0
3,arvalis_3,arvalis_3_0,3
70,ethz_1,ethz_1_4,3
26,usask_1,usask_1_1,4
67,ethz_1,ethz_1_4,1
29,arvalis_3,arvalis_3_1,3
60,arvalis_1,arvalis_1_4,0
38,rres_1,rres_1_2,3
44,arvalis_1,arvalis_1_2,0
53,arvalis_3,arvalis_3_3,1
52,arvalis_1,arvalis_1_3,1
18,usask_1,usask_1_1,3
46,arvalis_1,arvalis_1_3,4
41,usask_1,usask_1_2,1
22,arvalis_1,arvalis_1_1,1
27,arvalis_2,arvalis_2_1,4
30,usask_1,usask_1_2,1
71,ethz_1,ethz_1_4,1
57,rres_1,rres_1_3,1
57,ethz_1,ethz_1_3,1
50,arvalis_3,arvalis_3_3,3
19,arvalis_2,arvalis_2_1,2
28,arvalis_1,arvalis_1_1,1
30,arvalis_1,arvalis_1_2,3
70,ethz_1,ethz_1_4,3
42,arvalis_1,arvalis_1_2,2
12,inrae_1,inrae_1_0,1
30,arvalis_2,arvalis_2_2,4
50,arvalis_1,arvalis_1_3,2
43,arvalis_1,arvalis_1_2,4
25,arvalis_3,arvalis_3_1,1
55,rres_1,rres_1_3,3
34,arvalis_1,arvalis_1_2,3
50,arvalis_1,arvalis_1_3,4
50,rres_1,rres_1_3,3
43,arvalis_1,arvalis_1_2,2
