image_id,bbox_count,source,stratify_group,fold
2bd2f0714,10,inrae_1,inrae_1_0,0
2bfadaa91,49,ethz_1,ethz_1_3,4
2c28cb6dd,49,arvalis_1,arvalis_1_3,4
2c2c2a3d6,26,arvalis_1,arvalis_1_1,3
2c39acc31,26,arvalis_1,arvalis_1_1,2
2c3d40735,33,arvalis_1,arvalis_1_2,1
2c4db1d53,75,ethz_1,ethz_1_5,3
2c534b9b6,41,arvalis_1,arvalis_1_2,0
2c5b2cd57,57,arvalis_3,arvalis_3_3,1
2c7241d19,23,usask_1,usask_1_1,1
2c7638ee8,41,rres_1,rres_1_2,1
2c793443e,75,ethz_1,ethz_1_5,0
2c836cccb,62,rres_1,rres_1_4,2
2c9b5552e,32,arvalis_3,arvalis_3_2,1
2cae223a8,11,arvalis_3,arvalis_3_0,3
2cb361be8,93,ethz_1,ethz_1_6,4
2cc49e1ba,34,arvalis_1,arvalis_1_2,1
2cc75e9f5,24,usask_1,usask_1_1,1
2cc952ee8,25,usask_1,usask_1_1,4
2ccb37ea9,11,arvalis_2,arvalis_2_0,1
2ccec6dcc,34,usask_1,usask_1_2,1
2cfe966d3,32,arvalis_1,arvalis_1_2,4
2cffefd1a,51,arvalis_1,arvalis_1_3,2
2d06b68f0,52,arvalis_3,arvalis_3_3,4
2d07aba59,31,usask_1,usask_1_2,2
2d0fc19b8,71,rres_1,rres_1_4,0
2d159a876,60,arvalis_1,arvalis_1_4,3
2d1b6ce2a,50,rres_1,rres_1_3,4
2d2c79df1,47,arvalis_1,arvalis_1_3,1
2d3e3f783,33,rres_1,rres_1_2,0
2d635716b,43,arvalis_1,arvalis_1_2,4
2d65f77fb,85,ethz_1,ethz_1_5,1
2d6b777d8,51,arvalis_1,arvalis_1_3,1
2d72a5f04,74,ethz_1,ethz_1_4,1
2d8a88333,50,ethz_1,ethz_1_3,2
2d93cee57,36,arvalis_1,arvalis_1_2,0
2d990708e,34,arvalis_1,arvalis_1_2,4
2d9f247fb,57,arvalis_1,arvalis_1_3,0
2dbaac896,48,arvalis_1,arvalis_1_3,0
2dc5dd23d,5,arvalis_3,arvalis_3_0,0
2dda3a53d,55,arvalis_1,arvalis_1_3,1
2de7cc0c9,80,ethz_1,ethz_1_5,0
2dfd889a2,39,arvalis_1,arvalis_1_2,4
2e0c19135,67,arvalis_3,arvalis_3_4,1
2e1a15f76,39,arvalis_1,arvalis_1_2,4
2e1ed4321,52,ethz_1,ethz_1_3,4
2e262da1c,44,arvalis_1,arvalis_1_2,1
2e71d8f9c,82,ethz_1,ethz_1_5,1
2e867b62b,27,arvalis_1,arvalis_1_1,2
2eaac7a41,34,rres_1,rres_1_2,1
2ed43720f,42,rres_1,rres_1_2,0
2ed94451a,50,arvalis_1,arvalis_1_3,0
2efd58ef9,26,arvalis_1,arvalis_1_1,0
2f03889ab,63,ethz_1,ethz_1_4,4
2f1c4be01,30,arvalis_1,arvalis_1_2,0
2f204a70c,14,inrae_1,inrae_1_0,3
2f2716b45,33,arvalis_1,arvalis_1_2,2
2f53b1a20,63,arvalis_1,arvalis_1_4,3
2f836c5ab,22,inrae_1,inrae_1_1,2
2f8461229,48,arvalis_1,arvalis_1_3,2
2f9755f66,44,rres_1,rres_1_2,3
2fc0fadfa,36,arvalis_1,arvalis_1_2,4
2fc7b5c3a,15,inrae_1,inrae_1_1,0
2ff4e8bb0,23,arvalis_3,arvalis_3_1,2
2ffc9e0d3,52,arvalis_1,arvalis_1_3,1
3014e5cad,94,ethz_1,ethz_1_6,1
302fd5e69,63,ethz_1,ethz_1_4,4
303def58d,18,arvalis_2,arvalis_2_1,1
3049b3745,16,arvalis_2,arvalis_2_1,1
305bf8b23,47,rres_1,rres_1_3,0
307fa05aa,75,ethz_1,ethz_1_5,4
30a6d7d1d,75,ethz_1,ethz_1_5,3
30bbd3d87,24,arvalis_3,arvalis_3_1,1
30dbdb998,74,ethz_1,ethz_1_4,1
30e5213ff,57,rres_1,rres_1_3,0
30f54e611,21,arvalis_3,arvalis_3_1,3
31016e613,60,arvalis_3,arvalis_3_4,3
311498261,77,rres_1,rres_1_5,1
311a6b1e4,46,usask_1,usask_1_3,4
311a8b9db,29,arvalis_1,arvalis_1_1,2
31a6e55f2,13,usask_1,usask_1_0,0
31b00c1ad,56,arvalis_1,arvalis_1_3,4
31b58b813,61,arvalis_1,arvalis_1_4,1
31c085c60,39,rres_1,rres_1_2,3
31eb0625d,26,arvalis_2,arvalis_2_1,0
32494cc53,54,rres_1,rres_1_3,2
327ace967,38,arvalis_1,arvalis_1_2,1
328dde875,36,arvalis_1,arvalis_1_2,3
32a203fe5,64,ethz_1,ethz_1_4,1
32f716667,77,ethz_1,ethz_1_5,1
331a697b2,34,arvalis_1,arvalis_1_2,4
331c69189,56,arvalis_3,arvalis_3_3,4
331cefee1,32,arvalis_3,arvalis_3_2,0
333d4affe,81,ethz_1,ethz_1_5,4
336d2e4ce,70,arvalis_1,arvalis_1_4,0
33b939a6a,35,arvalis_1,arvalis_1_2,4
33c69a58a,37,rres_1,rres_1_2,2
33d37a437,29,usask_1,usask_1_1,4
33ea56e1c,31,arvalis_3,arvalis_3_2,2
33f469471,48,arvalis_1,arvalis_1_3,4
340ac8d52,22,arvalis_2,arvalis_2_1,3
342af9602,57,arvalis_1,arvalis_1_3,1
344bdc291,25,arvalis_1,arvalis_1_1,3
3455cbc17,20,inrae_1,inrae_1_1,2
346efc9f4,53,arvalis_3,arvalis_3_3,1
347ecba39,30,arvalis_1,arvalis_1_2,4
348059f04,40,arvalis_1,arvalis_1_2,0
348f3c34b,49,arvalis_1,arvalis_1_3,2
34b5b6acb,31,arvalis_1,arvalis_1_2,3
34b96b38e,56,ethz_1,ethz_1_3,3
34c5e70d5,46,arvalis_1,arvalis_1_3,2
34d3f0351,27,arvalis_1,arvalis_1_1,1
34df9ca13,20,arvalis_3,arvalis_3_1,4
34f2e3b92,70,ethz_1,ethz_1_4,4
34f7f196b,79,ethz_1,ethz_1_5,2
350530720,73,ethz_1,ethz_1_4,1
352c3a397,55,arvalis_3,arvalis_3_3,2
352e238a9,63,ethz_1,ethz_1_4,2
3542457e2,46,ethz_1,ethz_1_3,2
35af6e100,76,ethz_1,ethz_1_5,1
35b59e0a0,18,rres_1,rres_1_1,1
35b935b6c,116,ethz_1,ethz_1_7,3
35d6a4509,37,arvalis_1,arvalis_1_2,0
35f84d33a,63,rres_1,rres_1_4,3
366187e59,59,rres_1,rres_1_3,2
3684c0fae,33,arvalis_1,arvalis_1_2,3
36d1cc44b,12,usask_1,usask_1_0,3
36e469dbf,25,arvalis_3,arvalis_3_1,2
36fb90706,53,arvalis_1,arvalis_1_3,4
37073b5c1,66,ethz_1,ethz_1_4,2
3712db803,61,arvalis_1,arvalis_1_4,4
371563f00,18,inrae_1,inrae_1_1,2
37191de77,62,ethz_1,ethz_1_4,1
371f6d5b0,69,ethz_1,ethz_1_4,4
372d12c55,18,usask_1,usask_1_1,3
3733d0e53,41,rres_1,rres_1_2,3
3738685a3,21,arvalis_3,arvalis_3_1,1
3741873d5,19,rres_1,rres_1_1,3
3744f2482,17,arvalis_2,arvalis_2_1,2
3753c58f7,20,arvalis_2,arvalis_2_1,0
375a4795b,29,arvalis_2,arvalis_2_1,3
376689e0c,30,inrae_1,inrae_1_2,0
3782f5786,19,arvalis_3,arvalis_3_1,0
378966871,85,ethz_1,ethz_1_5,1
379ef727d,66,arvalis_1,arvalis_1_4,3
37a28463a,62,ethz_1,ethz_1_4,2
37b0d5ea3,16,rres_1,rres_1_1,4
37bcaaeb6,21,rres_1,rres_1_1,1
37e705df9,45,arvalis_3,arvalis_3_3,4
37f80fd4e,67,ethz_1,ethz_1_4,0
37f88c75e,49,ethz_1,ethz_1_3,4
382bf4ed7,18,arvalis_3,arvalis_3_1,2
3834dbe25,33,rres_1,rres_1_2,1
383817085,27,arvalis_3,arvalis_3_1,4
3842535e1,26,inrae_1,inrae_1_1,2
3843b28ec,64,ethz_1,ethz_1_4,0
38565f9b9,43,arvalis_1,arvalis_1_2,2
386e36c35,9,arvalis_3,arvalis_3_0,0
38b19d4f5,11,arvalis_3,arvalis_3_0,1
38b259a9e,16,arvalis_2,arvalis_2_1,0
38c8180c0,52,rres_1,rres_1_3,4
38dc44b85,23,arvalis_1,arvalis_1_1,0
38eb35232,30,inrae_1,inrae_1_2,1
38ed976da,21,arvalis_2,arvalis_2_1,2
38fd197f0,25,arvalis_2,arvalis_2_1,2
3918cb6de,45,arvalis_1,arvalis_1_3,0
3940de6a5,79,ethz_1,ethz_1_5,3
39614e195,75,arvalis_1,arvalis_1_5,0
39869da63,59,ethz_1,ethz_1_3,4
398708128,23,arvalis_2,arvalis_2_1,2
399260323,51,arvalis_1,arvalis_1_3,3
399fce7aa,65,rres_1,rres_1_4,2
39ad9affa,47,arvalis_1,arvalis_1_3,3
39cb95bc9,60,ethz_1,ethz_1_4,0
39f0b1003,43,arvalis_1,arvalis_1_2,2
3a061fb14,27,rres_1,rres_1_1,2
3a1c78a92,35,arvalis_1,arvalis_1_2,4
3a1f54e49,73,ethz_1,ethz_1_4,4
3a4672486,38,arvalis_1,arvalis_1_2,4
3a67dc193,86,ethz_1,ethz_1_5,1
3a84eba70,56,ethz_1,ethz_1_3,4
3a97dc987,13,arvalis_3,arvalis_3_0,1
3aaa6d134,26,arvalis_1,arvalis_1_1,1
3ab9d0640,37,rres_1,rres_1_2,4
3abd6b428,36,arvalis_3,arvalis_3_2,4
3ae057d35,67,rres_1,rres_1_4,0
3aea733b5,34,arvalis_1,arvalis_1_2,3
3b07735f3,12,arvalis_3,arvalis_3_0,2
3b2183a3c,64,rres_1,rres_1_4,2
3b4627945,34,arvalis_1,arvalis_1_2,3
3b4f7ba0a,19,arvalis_2,arvalis_2_1,3
3b552c95a,56,arvalis_3,arvalis_3_3,1
3b6147f4c,34,arvalis_1,arvalis_1_2,0
3b70da460,19,arvalis_3,arvalis_3_1,1
3b778c35e,58,rres_1,rres_1_3,0
3b829f3b0,18,usask_1,usask_1_1,3
3ba04140c,39,usask_1,usask_1_2,2
3ba5d332c,37,arvalis_3,arvalis_3_2,1
3badddaf9,35,arvalis_1,arvalis_1_2,3
3bf5b5ee1,51,arvalis_3,arvalis_3_3,0
3c0d9abaa,50,arvalis_1,arvalis_1_3,2
3c1168fe0,55,arvalis_3,arvalis_3_3,2
3c14db5cc,69,ethz_1,ethz_1_4,3
3c2b5bd45,76,ethz_1,ethz_1_5,4
3c377bf39,63,ethz_1,ethz_1_4,0
3c378dd5d,70,ethz_1,ethz_1_4,3
3c6f520ee,35,usask_1,usask_1_2,0
3cb9f2e8c,53,arvalis_3,arvalis_3_3,2
3cbee7440,41,arvalis_1,arvalis_1_2,0
3ce598c96,35,arvalis_1,arvalis_1_2,4
3cf295f6c,58,arvalis_3,arvalis_3_3,3
3cf4abfb6,60,rres_1,rres_1_4,2
3cfbeabfc,43,arvalis_1,arvalis_1_2,4
3d0a586c6,46,arvalis_1,arvalis_1_3,2
3d1c7f78a,54,arvalis_1,arvalis_1_3,4
3d39ed7cf,31,arvalis_1,arvalis_1_2,1
3d5f3124e,65,ethz_1,ethz_1_4,1
3d74e4614,44,rres_1,rres_1_2,4
3d765f241,34,rres_1,rres_1_2,3
3d9125515,25,arvalis_2,arvalis_2_1,2
3d9302a17,72,ethz_1,ethz_1_4,1
3db3994f9,26,arvalis_1,arvalis_1_1,2
3db94deb2,5,arvalis_3,arvalis_3_0,3
3dc3a72f9,26,arvalis_1,arvalis_1_1,3
3dd0a7c0e,55,rres_1,rres_1_3,0
3dd22103f,32,arvalis_1,arvalis_1_2,0
3dd44c524,57,rres_1,rres_1_3,2
3e0213b6f,62,rres_1,rres_1_4,2
3e1e66c76,38,usask_1,usask_1_2,4
3e2e50976,25,arvalis_1,arvalis_1_1,3
3e5845bc4,43,arvalis_1,arvalis_1_2,0
3e5cf1ed6,50,rres_1,rres_1_3,0
3e6110840,46,rres_1,rres_1_3,4
3e684e1cc,21,arvalis_3,arvalis_3_1,2
3e9bf50b6,41,arvalis_1,arvalis_1_2,2
3ead80a57,36,rres_1,rres_1_2,0
3ed7c19f0,40,rres_1,rres_1_2,3
3eda8f481,16,rres_1,rres_1_1,3
3edfa2df0,29,usask_1,usask_1_1,0
3ee6fd90a,32,rres_1,rres_1_2,2
3eeb41f2a,54,arvalis_1,arvalis_1_3,0
3eece2a34,55,rres_1,rres_1_3,2
3eeed3eda,32,arvalis_1,arvalis_1_2,2
3ef86180e,49,arvalis_3,arvalis_3_3,2
3f1c5459a,65,ethz_1,ethz_1_4,1
3f23c607b,81,ethz_1,ethz_1_5,1
3f2eddbe8,53,rres_1,rres_1_3,1
3f5b4ef85,29,arvalis_1,arvalis_1_1,3
3f6898489,40,rres_1,rres_1_2,4
3f7abadea,5,arvalis_3,arvalis_3_0,4
3f8f6b1a1,26,arvalis_2,arvalis_2_1,3
3fa496996,53,arvalis_1,arvalis_1_3,0
3fa57b900,59,ethz_1,ethz_1_3,3
3fd04f5cd,58,arvalis_1,arvalis_1_3,2
3fd9db710,42,arvalis_3,arvalis_3_2,2
3fe6394cd,3,arvalis_3,arvalis_3_0,3
3ff643a64,46,arvalis_1,arvalis_1_3,2
400553ddc,37,arvalis_1,arvalis_1_2,1
40191f5cd,43,arvalis_1,arvalis_1_2,0
4021d47d4,41,arvalis_1,arvalis_1_2,4
40299d328,20,inrae_1,inrae_1_1,2
408013a9d,49,arvalis_3,arvalis_3_3,2
408eff4a9,65,ethz_1,ethz_1_4,2
409a8490c,15,arvalis_3,arvalis_3_1,4
40b8f078e,54,ethz_1,ethz_1_3,4
40ca794c1,40,arvalis_1,arvalis_1_2,0
40cdb5389,21,arvalis_2,arvalis_2_1,1
40d727f36,82,ethz_1,ethz_1_5,1
40f547633,51,arvalis_1,arvalis_1_3,2
4112a34bd,26,arvalis_2,arvalis_2_1,3
411d24167,21,arvalis_2,arvalis_2_1,1
4130b2b02,65,arvalis_1,arvalis_1_4,4
4132df01d,83,ethz_1,ethz_1_5,0
41457a646,1,arvalis_3,arvalis_3_0,2
4153dca13,80,ethz_1,ethz_1_5,3
41630f18f,43,arvalis_1,arvalis_1_2,3
41761631b,43,usask_1,usask_1_2,4
41badd217,72,ethz_1,ethz_1_4,1
41c0123cc,34,usask_1,usask_1_2,3
41c9d0538,54,arvalis_3,arvalis_3_3,0
41f3feb3c,45,arvalis_1,arvalis_1_3,3
42099cf54,70,ethz_1,ethz_1_4,3
421657e44,74,ethz_1,ethz_1_4,2
42200d05d,61,ethz_1,ethz_1_4,1
4227725a7,40,rres_1,rres_1_2,4
4276fddc7,77,ethz_1,ethz_1_5,3
427fddfcf,60,ethz_1,ethz_1_4,2
4285f0271,43,arvalis_1,arvalis_1_2,1
42b47b7e1,30,arvalis_1,arvalis_1_2,2
42c7bc230,69,ethz_1,ethz_1_4,0
42cc125bc,38,usask_1,usask_1_2,4
42d5e8791,57,arvalis_1,arvalis_1_3,3
42e247347,20,usask_1,usask_1_1,3
42e6efaaa,32,arvalis_3,arvalis_3_2,1
42f5d5a5e,29,usask_1,usask_1_1,2
42f5fe6a5,60,rres_1,rres_1_4,3
4311e0c38,49,arvalis_3,arvalis_3_3,0
432d13b1c,50,rres_1,rres_1_3,2
4341d37a9,61,arvalis_1,arvalis_1_4,2
43650fd9c,26,usask_1,usask_1_1,1
43966050a,31,arvalis_3,arvalis_3_2,3
43a765c3e,32,usask_1,usask_1_2,0
43ab45d4b,64,ethz_1,ethz_1_4,2
43ac88073,24,arvalis_3,arvalis_3_1,2
43b921912,46,arvalis_3,arvalis_3_3,3
43bc260d9,48,arvalis_3,arvalis_3_3,0
43cf9ed10,6,arvalis_3,arvalis_3_0,3
43d29ec95,62,rres_1,rres_1_4,4
43e3ccd92,30,usask_1,usask_1_2,2
43f4f59cc,35,arvalis_1,arvalis_1_2,2
43f9b9fc5,38,arvalis_1,arvalis_1_2,2
4413c8a73,57,ethz_1,ethz_1_3,2
443cc36d2,43,arvalis_1,arvalis_1_2,1
443e953d4,7,arvalis_3,arvalis_3_0,3
44463860f,55,arvalis_1,arvalis_1_3,4
444977945,12,arvalis_3,arvalis_3_0,3
44546c006,43,arvalis_3,arvalis_3_2,3
44a6fa0ce,17,inrae_1,inrae_1_1,1
44afd181e,21,arvalis_2,arvalis_2_1,1
44b7163ea,17,arvalis_3,arvalis_3_1,3
44b73b40d,48,arvalis_1,arvalis_1_3,3
44c60402e,60,arvalis_1,arvalis_1_4,2
44e31e39f,57,ethz_1,ethz_1_3,1
44fb6b8b2,19,arvalis_2,arvalis_2_1,4
4525e9579,40,arvalis_1,arvalis_1_2,2
452859b3a,47,rres_1,rres_1_3,1
452fe4932,70,ethz_1,ethz_1_4,2
4532a128a,37,rres_1,rres_1_2,0
45402cfbb,36,arvalis_1,arvalis_1_2,1
457752437,17,arvalis_2,arvalis_2_1,2
458b7beb9,30,arvalis_1,arvalis_1_2,0
45958be5e,46,rres_1,rres_1_3,1
45a0724bf,51,arvalis_1,arvalis_1_3,4
45a13cbcd,23,inrae_1,inrae_1_1,4
45a203e70,32,arvalis_3,arvalis_3_2,4
45a6506a3,48,arvalis_1,arvalis_1_3,2
45aabed56,17,arvalis_3,arvalis_3_1,4
45d452a61,21,arvalis_1,arvalis_1_1,2
461376287,33,inrae_1,inrae_1_2,2
461d55f4b,50,arvalis_1,arvalis_1_3,2
462d4d062,49,arvalis_3,arvalis_3_3,3
463a95dac,38,rres_1,rres_1_2,3
4646dcda7,10,arvalis_3,arvalis_3_0,2
4655fcc18,40,arvalis_1,arvalis_1_2,4
465a8a521,76,ethz_1,ethz_1_5,3
46630486d,58,ethz_1,ethz_1_3,0
466a4369a,64,ethz_1,ethz_1_4,4
46727d887,31,arvalis_1,arvalis_1_2,2
4676009a9,53,ethz_1,ethz_1_3,4
467dee148,14,arvalis_3,arvalis_3_0,1
467e7283e,29,arvalis_2,arvalis_2_1,1
4688d25ab,61,ethz_1,ethz_1_4,1
46930c2f2,45,arvalis_1,arvalis_1_3,0
46b7a42f3,63,ethz_1,ethz_1_4,3
46e480374,95,ethz_1,ethz_1_6,0
46e49521e,30,inrae_1,inrae_1_2,2
46e976dc4,35,arvalis_1,arvalis_1_2,3
4710cf119,14,arvalis_1,arvalis_1_0,0
471c46022,71,ethz_1,ethz_1_4,4
474a83c68,44,arvalis_1,arvalis_1_2,3
474e47181,51,ethz_1,ethz_1_3,0
4759e7258,45,arvalis_1,arvalis_1_3,3
475d3a571,11,inrae_1,inrae_1_0,0
4762899a8,65,arvalis_1,arvalis_1_4,3
4764548b9,23,rres_1,rres_1_1,1
4767561f3,8,arvalis_3,arvalis_3_0,4
477bdc144,38,arvalis_3,arvalis_3_2,3
4789e5c97,44,arvalis_1,arvalis_1_2,0
478e21230,50,rres_1,rres_1_3,4
47a1184e4,1,arvalis_3,arvalis_3_0,0
47a9b9c85,56,ethz_1,ethz_1_3,4
47b0d504c,17,arvalis_2,arvalis_2_1,1
47dcd5b34,17,arvalis_2,arvalis_2_1,3
47e218059,82,arvalis_1,arvalis_1_5,3
480c01244,40,usask_1,usask_1_2,0
48269749e,38,arvalis_1,arvalis_1_2,1
482d7c843,51,arvalis_1,arvalis_1_3,1
483f5b46c,50,arvalis_1,arvalis_1_3,1
483fac02a,55,ethz_1,ethz_1_3,0
484674836,28,arvalis_1,arvalis_1_1,3
4870004e7,60,arvalis_1,arvalis_1_4,4
4883da2a8,50,arvalis_1,arvalis_1_3,0
489706bb1,23,arvalis_1,arvalis_1_1,4
48a50a1fd,42,arvalis_1,arvalis_1_2,4
48bdfec34,27,arvalis_2,arvalis_2_1,3
48c72c991,38,usask_1,usask_1_2,4
48dd5506a,25,arvalis_3,arvalis_3_1,2
48fbd2ed7,38,arvalis_3,arvalis_3_2,0
48fe9c634,71,ethz_1,ethz_1_4,0
49476a3c4,23,arvalis_3,arvalis_3_1,0
4972999e9,58,ethz_1,ethz_1_3,1
4972b9493,55,rres_1,rres_1_3,1
498261a4b,48,arvalis_1,arvalis_1_3,2
498df3cb2,64,ethz_1,ethz_1_4,1
499bf6abd,84,ethz_1,ethz_1_5,4
49a9d29b6,56,ethz_1,ethz_1_3,0
49c3e4f6e,25,arvalis_3,arvalis_3_1,2
49d76c63d,22,arvalis_2,arvalis_2_1,0
49dcb7dd3,26,usask_1,usask_1_1,2
49e34a567,58,ethz_1,ethz_1_3,1
49fbdf27c,81,ethz_1,ethz_1_5,1
4a06c2f96,44,arvalis_1,arvalis_1_2,0
4a150e0ff,41,arvalis_1,arvalis_1_2,0
4a2662fae,45,rres_1,rres_1_3,2
4a29d08ab,24,arvalis_2,arvalis_2_1,4
4a304fb45,57,rres_1,rres_1_3,3
4a3f67d2e,27,usask_1,usask_1_1,0
4a44057d7,60,ethz_1,ethz_1_4,3
4a44720ca,67,rres_1,rres_1_4,3
4a4a1d3e0,31,usask_1,usask_1_2,3
4a609f334,61,arvalis_1,arvalis_1_4,2
4a654c127,41,rres_1,rres_1_2,2
4a66347dc,28,arvalis_1,arvalis_1_1,1
4a7825bbe,25,arvalis_2,arvalis_2_1,3
4a875aa50,22,arvalis_2,arvalis_2_1,3
4a8b1ad4a,11,arvalis_3,arvalis_3_0,2
4a8d4eaa5,82,ethz_1,ethz_1_5,2
4aa477af5,33,arvalis_1,arvalis_1_2,0
4ae715446,55,ethz_1,ethz_1_3,0
4ae7a034a,30,arvalis_1,arvalis_1_2,3
4aeb37788,39,usask_1,usask_1_2,0
4af27998f,32,arvalis_1,arvalis_1_2,4
4b04d64f9,36,arvalis_1,arvalis_1_2,1
4b0b5b4bd,60,ethz_1,ethz_1_4,3
4b127eb47,20,arvalis_3,arvalis_3_1,0
4b3d92c5e,74,ethz_1,ethz_1_4,3
4b3f6a162,75,arvalis_3,arvalis_3_5,3
4b4639da9,36,usask_1,usask_1_2,2
4b4f6de9b,51,rres_1,rres_1_3,4
4b6281d55,44,arvalis_1,arvalis_1_2,3
4b74f7320,52,rres_1,rres_1_3,0
4b7c94e8f,68,ethz_1,ethz_1_4,4
4b83b6541,34,arvalis_1,arvalis_1_2,2
4b869fa1c,72,ethz_1,ethz_1_4,0
4b95f5e5a,19,arvalis_3,arvalis_3_1,3
4bb2dc30e,68,ethz_1,ethz_1_4,2
4bb9bab8b,73,ethz_1,ethz_1_4,0
4bdcb2c78,77,ethz_1,ethz_1_5,1
4be09242b,36,rres_1,rres_1_2,1
4be2817ef,62,arvalis_3,arvalis_3_4,3
4bfb54f09,19,usask_1,usask_1_1,1
4bfd5f95e,49,arvalis_1,arvalis_1_3,3
4c02b2f7f,29,usask_1,usask_1_1,0
4c1c5eca7,46,arvalis_1,arvalis_1_3,0
4c24f7168,48,arvalis_1,arvalis_1_3,3
4c55b9a80,28,arvalis_1,arvalis_1_1,4
4c572095f,52,arvalis_1,arvalis_1_3,2
4c5805bae,34,arvalis_1,arvalis_1_2,3
4c5dc3f2b,35,usask_1,usask_1_2,2
4c7fc04f6,39,usask_1,usask_1_2,4
4c8159dbd,24,arvalis_3,arvalis_3_1,0
4caebe5ac,43,arvalis_1,arvalis_1_2,1
4cb33fd6e,67,ethz_1,ethz_1_4,0
4cbb2b7bd,56,arvalis_1,arvalis_1_3,4
4cd4207d8,62,ethz_1,ethz_1_4,1
4cdcd49d4,45,rres_1,rres_1_3,0
4ce73a46c,39,arvalis_3,arvalis_3_2,2
4cece159a,77,ethz_1,ethz_1_5,1
4cf58e2d1,44,arvalis_1,arvalis_1_2,0
4cf91995d,97,arvalis_1,arvalis_1_6,0
4cfb86eff,35,arvalis_1,arvalis_1_2,0
4d0c8be2a,34,arvalis_1,arvalis_1_2,4
4d0e29915,73,ethz_1,ethz_1_4,3
4d103d0aa,21,arvalis_2,arvalis_2_1,0
4d12fea62,13,inrae_1,inrae_1_0,1
4d57ebd90,61,rres_1,rres_1_4,4
4d60c73db,18,usask_1,usask_1_1,0
4d6921225,41,rres_1,rres_1_2,2
4d77c47b6,11,arvalis_2,arvalis_2_0,4
4d90cdad1,31,usask_1,usask_1_2,3
4db6e2e94,51,arvalis_1,arvalis_1_3,3
4dc07d36a,81,ethz_1,ethz_1_5,1
4dd820b52,29,rres_1,rres_1_1,0
4ddaaf93f,53,arvalis_3,arvalis_3_3,3
4de022cd4,77,ethz_1,ethz_1_5,2
4def855a8,23,arvalis_2,arvalis_2_1,4
4e02ed1d3,42,arvalis_1,arvalis_1_2,4
4e06d497b,47,arvalis_1,arvalis_1_3,3
4e0cf51fd,46,arvalis_1,arvalis_1_3,2
4e23d68b2,32,arvalis_1,arvalis_1_2,3
4e2b8a4a6,77,arvalis_1,arvalis_1_5,1
4e3d5f72f,68,ethz_1,ethz_1_4,0
4e400338e,23,arvalis_3,arvalis_3_1,3
4e5c1078d,37,usask_1,usask_1_2,4
4e652f7f1,29,arvalis_1,arvalis_1_1,0
4e6891a56,78,ethz_1,ethz_1_5,2
4e6c05213,1,arvalis_3,arvalis_3_0,4
4e7b1a596,87,arvalis_3,arvalis_3_5,0
4e8584276,53,arvalis_1,arvalis_1_3,0
4e9096ca9,44,rres_1,rres_1_2,3
4eb328c36,61,arvalis_1,arvalis_1_4,3
4eb442168,63,rres_1,rres_1_4,3
4ecd10d42,54,arvalis_1,arvalis_1_3,1
4ef7057d7,46,ethz_1,ethz_1_3,3
4f13bffbc,29,rres_1,rres_1_1,3
4f14fa438,23,arvalis_3,arvalis_3_1,2
4f4b7779a,66,ethz_1,ethz_1_4,1
4f4c6ee91,9,arvalis_3,arvalis_3_0,0
4f5331b7b,44,arvalis_1,arvalis_1_2,4
4f75a8d52,63,rres_1,rres_1_4,2
4f9b8d33e,25,usask_1,usask_1_1,1
4f9eceb2b,36,arvalis_1,arvalis_1_2,1
4fb0ce1e5,59,arvalis_1,arvalis_1_3,4
4fb926950,39,rres_1,rres_1_2,2
4fbf0c8b7,29,arvalis_3,arvalis_3_1,4
4fc5adf2d,75,ethz_1,ethz_1_5,4
4ff1646a8,22,arvalis_3,arvalis_3_1,4
4ffeedce2,68,rres_1,rres_1_4,4
5016adc4b,57,rres_1,rres_1_3,3
5018112f2,45,arvalis_1,arvalis_1_3,0
5041b4b98,13,arvalis_2,arvalis_2_0,2
504dc181d,57,ethz_1,ethz_1_3,4
504ec14ed,26,arvalis_1,arvalis_1_1,1
505dfa497,31,inrae_1,inrae_1_2,3
509a7a9b5,4,arvalis_3,arvalis_3_0,1
50c47d6b5,88,ethz_1,ethz_1_5,1
50ee1a4fc,22,arvalis_2,arvalis_2_1,3
510c8e6f2,59,ethz_1,ethz_1_3,3
511091599,26,arvalis_2,arvalis_2_1,1
511dfeca3,78,ethz_1,ethz_1_5,4
51260fee0,35,arvalis_3,arvalis_3_2,0
51544e05c,67,ethz_1,ethz_1_4,3
515e496a4,42,arvalis_3,arvalis_3_2,0
516218913,38,rres_1,rres_1_2,2
518796b7c,18,arvalis_2,arvalis_2_1,2
5187b2d69,54,rres_1,rres_1_3,0
518f35565,46,arvalis_1,arvalis_1_3,0
51af1e874,8,arvalis_3,arvalis_3_0,4
51b4a91cc,29,rres_1,rres_1_1,4
51bf3f631,28,arvalis_3,arvalis_3_1,1
51cd1fe14,16,arvalis_2,arvalis_2_1,0
51d7e0c3d,61,rres_1,rres_1_4,3
51e3f1a43,23,usask_1,usask_1_1,4
51eff11e9,20,arvalis_2,arvalis_2_1,0
51f2e0a05,14,inrae_1,inrae_1_0,1
51f539ed6,33,arvalis_1,arvalis_1_2,0
522b1ba70,12,inrae_1,inrae_1_0,4
522edf5c3,34,rres_1,rres_1_2,4
526a2a9ef,41,arvalis_1,arvalis_1_2,1
528621931,26,arvalis_2,arvalis_2_1,3
52a0abc4b,66,ethz_1,ethz_1_4,2
