,x1,y1,x2,y2,image_id
31137,610.0,1804.0,683.0,1912.0,arvalis_1_c39f45ee0_2f53b1a20_2e262da1c_fe6e2ecbc_b6df6691b_20a86a215
31138,749.0,1884.0,821.0,1982.0,arvalis_1_c39f45ee0_2f53b1a20_2e262da1c_fe6e2ecbc_b6df6691b_20a86a215
31139,581.0,1993.0,663.0,2048.0,arvalis_1_c39f45ee0_2f53b1a20_2e262da1c_fe6e2ecbc_b6df6691b_20a86a215
31140,552.0,1976.0,624.0,2018.0,arvalis_1_c39f45ee0_2f53b1a20_2e262da1c_fe6e2ecbc_b6df6691b_20a86a215
31141,796.0,1971.0,877.0,2048.0,arvalis_1_c39f45ee0_2f53b1a20_2e262da1c_fe6e2ecbc_b6df6691b_20a86a215
31142,878.0,1899.0,925.0,1955.0,arvalis_1_c39f45ee0_2f53b1a20_2e262da1c_fe6e2ecbc_b6df6691b_20a86a215
31143,921.0,1725.0,1005.0,1935.0,arvalis_1_c39f45ee0_2f53b1a20_2e262da1c_fe6e2ecbc_b6df6691b_20a86a215
31144,859.0,1760.0,947.0,1828.0,arvalis_1_c39f45ee0_2f53b1a20_2e262da1c_fe6e2ecbc_b6df6691b_20a86a215
31145,327.0,1938.0,421.0,2013.0,arvalis_1_c39f45ee0_2f53b1a20_2e262da1c_fe6e2ecbc_b6df6691b_20a86a215
31146,273.0,2013.0,341.0,2048.0,arvalis_1_c39f45ee0_2f53b1a20_2e262da1c_fe6e2ecbc_b6df6691b_20a86a215
31147,81.0,1981.0,251.0,2048.0,arvalis_1_c39f45ee0_2f53b1a20_2e262da1c_fe6e2ecbc_b6df6691b_20a86a215
31148,1.0,2012.0,86.0,2040.0,arvalis_1_c39f45ee0_2f53b1a20_2e262da1c_fe6e2ecbc_b6df6691b_20a86a215
31149,131.0,1738.0,206.0,1820.0,arvalis_1_c39f45ee0_2f53b1a20_2e262da1c_fe6e2ecbc_b6df6691b_20a86a215
31150,271.0,1574.0,401.0,1631.0,arvalis_1_c39f45ee0_2f53b1a20_2e262da1c_fe6e2ecbc_b6df6691b_20a86a215
31151,322.0,1412.0,422.0,1556.0,arvalis_1_c39f45ee0_2f53b1a20_2e262da1c_fe6e2ecbc_b6df6691b_20a86a215
31152,324.0,1483.0,380.0,1579.0,arvalis_1_c39f45ee0_2f53b1a20_2e262da1c_fe6e2ecbc_b6df6691b_20a86a215
31153,119.0,1524.0,209.0,1639.0,arvalis_1_c39f45ee0_2f53b1a20_2e262da1c_fe6e2ecbc_b6df6691b_20a86a215
31154,1.0,1531.0,143.0,1668.0,arvalis_1_c39f45ee0_2f53b1a20_2e262da1c_fe6e2ecbc_b6df6691b_20a86a215
31155,73.0,1281.0,140.0,1339.0,arvalis_1_c39f45ee0_2f53b1a20_2e262da1c_fe6e2ecbc_b6df6691b_20a86a215
31156,17.0,1264.0,82.0,1364.0,arvalis_1_c39f45ee0_2f53b1a20_2e262da1c_fe6e2ecbc_b6df6691b_20a86a215
31157,270.0,1292.0,338.0,1358.0,arvalis_1_c39f45ee0_2f53b1a20_2e262da1c_fe6e2ecbc_b6df6691b_20a86a215
31158,360.0,1191.0,449.0,1240.0,arvalis_1_c39f45ee0_2f53b1a20_2e262da1c_fe6e2ecbc_b6df6691b_20a86a215
31159,299.0,1180.0,358.0,1222.0,arvalis_1_c39f45ee0_2f53b1a20_2e262da1c_fe6e2ecbc_b6df6691b_20a86a215
31160,263.0,1090.0,412.0,1170.0,arvalis_1_c39f45ee0_2f53b1a20_2e262da1c_fe6e2ecbc_b6df6691b_20a86a215
31161,486.0,1091.0,528.0,1164.0,arvalis_1_c39f45ee0_2f53b1a20_2e262da1c_fe6e2ecbc_b6df6691b_20a86a215
31162,293.0,1967.0,328.0,2007.0,arvalis_1_c39f45ee0_2f53b1a20_2e262da1c_fe6e2ecbc_b6df6691b_20a86a215
30647,1024.0,1158.0,1110.0,1244.0,arvalis_1_c39f45ee0_2f53b1a20_2e262da1c_fe6e2ecbc_b6df6691b_20a86a215
30648,1062.0,1070.0,1143.0,1163.0,arvalis_1_c39f45ee0_2f53b1a20_2e262da1c_fe6e2ecbc_b6df6691b_20a86a215
30649,1106.0,1024.0,1177.0,1101.0,arvalis_1_c39f45ee0_2f53b1a20_2e262da1c_fe6e2ecbc_b6df6691b_20a86a215
30650,1071.0,1024.0,1116.0,1059.0,arvalis_1_c39f45ee0_2f53b1a20_2e262da1c_fe6e2ecbc_b6df6691b_20a86a215
30651,1210.0,1024.0,1387.0,1067.0,arvalis_1_c39f45ee0_2f53b1a20_2e262da1c_fe6e2ecbc_b6df6691b_20a86a215
30652,1157.0,1144.0,1240.0,1184.0,arvalis_1_c39f45ee0_2f53b1a20_2e262da1c_fe6e2ecbc_b6df6691b_20a86a215
30653,1235.0,1141.0,1315.0,1257.0,arvalis_1_c39f45ee0_2f53b1a20_2e262da1c_fe6e2ecbc_b6df6691b_20a86a215
30654,1138.0,1209.0,1221.0,1248.0,arvalis_1_c39f45ee0_2f53b1a20_2e262da1c_fe6e2ecbc_b6df6691b_20a86a215
30655,1145.0,1248.0,1209.0,1303.0,arvalis_1_c39f45ee0_2f53b1a20_2e262da1c_fe6e2ecbc_b6df6691b_20a86a215
30656,1099.0,1282.0,1146.0,1338.0,arvalis_1_c39f45ee0_2f53b1a20_2e262da1c_fe6e2ecbc_b6df6691b_20a86a215
30657,1111.0,1333.0,1186.0,1398.0,arvalis_1_c39f45ee0_2f53b1a20_2e262da1c_fe6e2ecbc_b6df6691b_20a86a215
30658,1190.0,1273.0,1280.0,1411.0,arvalis_1_c39f45ee0_2f53b1a20_2e262da1c_fe6e2ecbc_b6df6691b_20a86a215
30659,1024.0,1338.0,1077.0,1410.0,arvalis_1_c39f45ee0_2f53b1a20_2e262da1c_fe6e2ecbc_b6df6691b_20a86a215
30660,1076.0,1639.0,1143.0,1803.0,arvalis_1_c39f45ee0_2f53b1a20_2e262da1c_fe6e2ecbc_b6df6691b_20a86a215
30661,1115.0,1647.0,1172.0,1749.0,arvalis_1_c39f45ee0_2f53b1a20_2e262da1c_fe6e2ecbc_b6df6691b_20a86a215
30662,1174.0,1639.0,1211.0,1691.0,arvalis_1_c39f45ee0_2f53b1a20_2e262da1c_fe6e2ecbc_b6df6691b_20a86a215
30663,1129.0,1517.0,1191.0,1552.0,arvalis_1_c39f45ee0_2f53b1a20_2e262da1c_fe6e2ecbc_b6df6691b_20a86a215
30664,1163.0,1509.0,1281.0,1603.0,arvalis_1_c39f45ee0_2f53b1a20_2e262da1c_fe6e2ecbc_b6df6691b_20a86a215
30665,1075.0,1540.0,1125.0,1614.0,arvalis_1_c39f45ee0_2f53b1a20_2e262da1c_fe6e2ecbc_b6df6691b_20a86a215
30666,1024.0,1499.0,1095.0,1590.0,arvalis_1_c39f45ee0_2f53b1a20_2e262da1c_fe6e2ecbc_b6df6691b_20a86a215
30667,1040.0,2005.0,1161.0,2048.0,arvalis_1_c39f45ee0_2f53b1a20_2e262da1c_fe6e2ecbc_b6df6691b_20a86a215
30668,1184.0,1884.0,1295.0,1942.0,arvalis_1_c39f45ee0_2f53b1a20_2e262da1c_fe6e2ecbc_b6df6691b_20a86a215
30669,1249.0,1892.0,1323.0,1951.0,arvalis_1_c39f45ee0_2f53b1a20_2e262da1c_fe6e2ecbc_b6df6691b_20a86a215
30670,1244.0,1923.0,1319.0,2002.0,arvalis_1_c39f45ee0_2f53b1a20_2e262da1c_fe6e2ecbc_b6df6691b_20a86a215
30671,1810.0,1024.0,1894.0,1085.0,arvalis_1_c39f45ee0_2f53b1a20_2e262da1c_fe6e2ecbc_b6df6691b_20a86a215
30672,1718.0,1024.0,1804.0,1086.0,arvalis_1_c39f45ee0_2f53b1a20_2e262da1c_fe6e2ecbc_b6df6691b_20a86a215
30673,1648.0,1027.0,1716.0,1109.0,arvalis_1_c39f45ee0_2f53b1a20_2e262da1c_fe6e2ecbc_b6df6691b_20a86a215
30674,1703.0,1135.0,1814.0,1205.0,arvalis_1_c39f45ee0_2f53b1a20_2e262da1c_fe6e2ecbc_b6df6691b_20a86a215
30675,1391.0,1121.0,1466.0,1250.0,arvalis_1_c39f45ee0_2f53b1a20_2e262da1c_fe6e2ecbc_b6df6691b_20a86a215
30676,1801.0,1064.0,1921.0,1185.0,arvalis_1_c39f45ee0_2f53b1a20_2e262da1c_fe6e2ecbc_b6df6691b_20a86a215
30677,1950.0,1024.0,2048.0,1067.0,arvalis_1_c39f45ee0_2f53b1a20_2e262da1c_fe6e2ecbc_b6df6691b_20a86a215
30678,1878.0,1255.0,1970.0,1315.0,arvalis_1_c39f45ee0_2f53b1a20_2e262da1c_fe6e2ecbc_b6df6691b_20a86a215
30679,2023.0,1250.0,2048.0,1364.0,arvalis_1_c39f45ee0_2f53b1a20_2e262da1c_fe6e2ecbc_b6df6691b_20a86a215
30680,2028.0,1401.0,2048.0,1483.0,arvalis_1_c39f45ee0_2f53b1a20_2e262da1c_fe6e2ecbc_b6df6691b_20a86a215
30681,1885.0,1351.0,2012.0,1438.0,arvalis_1_c39f45ee0_2f53b1a20_2e262da1c_fe6e2ecbc_b6df6691b_20a86a215
30682,1968.0,1438.0,2035.0,1522.0,arvalis_1_c39f45ee0_2f53b1a20_2e262da1c_fe6e2ecbc_b6df6691b_20a86a215
30683,2025.0,1491.0,2048.0,1582.0,arvalis_1_c39f45ee0_2f53b1a20_2e262da1c_fe6e2ecbc_b6df6691b_20a86a215
30684,1876.0,1451.0,1936.0,1513.0,arvalis_1_c39f45ee0_2f53b1a20_2e262da1c_fe6e2ecbc_b6df6691b_20a86a215
30685,1849.0,1469.0,1951.0,1571.0,arvalis_1_c39f45ee0_2f53b1a20_2e262da1c_fe6e2ecbc_b6df6691b_20a86a215
30686,1731.0,1416.0,1795.0,1505.0,arvalis_1_c39f45ee0_2f53b1a20_2e262da1c_fe6e2ecbc_b6df6691b_20a86a215
30687,1583.0,1494.0,1695.0,1586.0,arvalis_1_c39f45ee0_2f53b1a20_2e262da1c_fe6e2ecbc_b6df6691b_20a86a215
30688,1728.0,1308.0,1807.0,1372.0,arvalis_1_c39f45ee0_2f53b1a20_2e262da1c_fe6e2ecbc_b6df6691b_20a86a215
30689,1788.0,1766.0,1869.0,1831.0,arvalis_1_c39f45ee0_2f53b1a20_2e262da1c_fe6e2ecbc_b6df6691b_20a86a215
30690,1617.0,1730.0,1731.0,1886.0,arvalis_1_c39f45ee0_2f53b1a20_2e262da1c_fe6e2ecbc_b6df6691b_20a86a215
30691,1730.0,1818.0,1786.0,1870.0,arvalis_1_c39f45ee0_2f53b1a20_2e262da1c_fe6e2ecbc_b6df6691b_20a86a215
30692,1788.0,1857.0,1842.0,1921.0,arvalis_1_c39f45ee0_2f53b1a20_2e262da1c_fe6e2ecbc_b6df6691b_20a86a215
30693,1852.0,1864.0,1923.0,1949.0,arvalis_1_c39f45ee0_2f53b1a20_2e262da1c_fe6e2ecbc_b6df6691b_20a86a215
30694,1917.0,1876.0,1956.0,1925.0,arvalis_1_c39f45ee0_2f53b1a20_2e262da1c_fe6e2ecbc_b6df6691b_20a86a215
30695,1717.0,1968.0,1767.0,2027.0,arvalis_1_c39f45ee0_2f53b1a20_2e262da1c_fe6e2ecbc_b6df6691b_20a86a215
30696,1646.0,1994.0,1710.0,2048.0,arvalis_1_c39f45ee0_2f53b1a20_2e262da1c_fe6e2ecbc_b6df6691b_20a86a215
30697,1540.0,1879.0,1581.0,1921.0,arvalis_1_c39f45ee0_2f53b1a20_2e262da1c_fe6e2ecbc_b6df6691b_20a86a215
41297,2048.0,1024.0,2112.0,1067.0,arvalis_1_c39f45ee0_2f53b1a20_2e262da1c_fe6e2ecbc_b6df6691b_20a86a215
41298,2177.0,1057.0,2252.0,1126.0,arvalis_1_c39f45ee0_2f53b1a20_2e262da1c_fe6e2ecbc_b6df6691b_20a86a215
41299,2156.0,1126.0,2240.0,1269.0,arvalis_1_c39f45ee0_2f53b1a20_2e262da1c_fe6e2ecbc_b6df6691b_20a86a215
41300,2261.0,1093.0,2430.0,1165.0,arvalis_1_c39f45ee0_2f53b1a20_2e262da1c_fe6e2ecbc_b6df6691b_20a86a215
41301,2276.0,1039.0,2322.0,1132.0,arvalis_1_c39f45ee0_2f53b1a20_2e262da1c_fe6e2ecbc_b6df6691b_20a86a215
41302,2390.0,1024.0,2438.0,1037.0,arvalis_1_c39f45ee0_2f53b1a20_2e262da1c_fe6e2ecbc_b6df6691b_20a86a215
41303,2048.0,1250.0,2111.0,1364.0,arvalis_1_c39f45ee0_2f53b1a20_2e262da1c_fe6e2ecbc_b6df6691b_20a86a215
41304,2173.0,1325.0,2264.0,1390.0,arvalis_1_c39f45ee0_2f53b1a20_2e262da1c_fe6e2ecbc_b6df6691b_20a86a215
41305,2167.0,1276.0,2209.0,1358.0,arvalis_1_c39f45ee0_2f53b1a20_2e262da1c_fe6e2ecbc_b6df6691b_20a86a215
41306,2287.0,1367.0,2362.0,1430.0,arvalis_1_c39f45ee0_2f53b1a20_2e262da1c_fe6e2ecbc_b6df6691b_20a86a215
41307,2260.0,1419.0,2315.0,1516.0,arvalis_1_c39f45ee0_2f53b1a20_2e262da1c_fe6e2ecbc_b6df6691b_20a86a215
41308,2281.0,1477.0,2360.0,1530.0,arvalis_1_c39f45ee0_2f53b1a20_2e262da1c_fe6e2ecbc_b6df6691b_20a86a215
41309,2048.0,1401.0,2092.0,1483.0,arvalis_1_c39f45ee0_2f53b1a20_2e262da1c_fe6e2ecbc_b6df6691b_20a86a215
41310,2121.0,1441.0,2166.0,1481.0,arvalis_1_c39f45ee0_2f53b1a20_2e262da1c_fe6e2ecbc_b6df6691b_20a86a215
41311,2048.0,1491.0,2080.0,1582.0,arvalis_1_c39f45ee0_2f53b1a20_2e262da1c_fe6e2ecbc_b6df6691b_20a86a215
41312,2074.0,1754.0,2162.0,1889.0,arvalis_1_c39f45ee0_2f53b1a20_2e262da1c_fe6e2ecbc_b6df6691b_20a86a215
41313,2062.0,1672.0,2126.0,1732.0,arvalis_1_c39f45ee0_2f53b1a20_2e262da1c_fe6e2ecbc_b6df6691b_20a86a215
41314,2132.0,1622.0,2200.0,1684.0,arvalis_1_c39f45ee0_2f53b1a20_2e262da1c_fe6e2ecbc_b6df6691b_20a86a215
41315,2063.0,1601.0,2125.0,1653.0,arvalis_1_c39f45ee0_2f53b1a20_2e262da1c_fe6e2ecbc_b6df6691b_20a86a215
41316,2114.0,1565.0,2167.0,1618.0,arvalis_1_c39f45ee0_2f53b1a20_2e262da1c_fe6e2ecbc_b6df6691b_20a86a215
41317,2164.0,1920.0,2219.0,1987.0,arvalis_1_c39f45ee0_2f53b1a20_2e262da1c_fe6e2ecbc_b6df6691b_20a86a215
41318,2184.0,1980.0,2278.0,2037.0,arvalis_1_c39f45ee0_2f53b1a20_2e262da1c_fe6e2ecbc_b6df6691b_20a86a215
41319,2318.0,1914.0,2405.0,1990.0,arvalis_1_c39f45ee0_2f53b1a20_2e262da1c_fe6e2ecbc_b6df6691b_20a86a215
41320,2329.0,1687.0,2411.0,1753.0,arvalis_1_c39f45ee0_2f53b1a20_2e262da1c_fe6e2ecbc_b6df6691b_20a86a215
41321,2280.0,1594.0,2392.0,1680.0,arvalis_1_c39f45ee0_2f53b1a20_2e262da1c_fe6e2ecbc_b6df6691b_20a86a215
41322,2429.0,1601.0,2488.0,1669.0,arvalis_1_c39f45ee0_2f53b1a20_2e262da1c_fe6e2ecbc_b6df6691b_20a86a215
41323,2405.0,1482.0,2501.0,1595.0,arvalis_1_c39f45ee0_2f53b1a20_2e262da1c_fe6e2ecbc_b6df6691b_20a86a215
41324,2524.0,1643.0,2614.0,1711.0,arvalis_1_c39f45ee0_2f53b1a20_2e262da1c_fe6e2ecbc_b6df6691b_20a86a215
41325,2521.0,1695.0,2574.0,1803.0,arvalis_1_c39f45ee0_2f53b1a20_2e262da1c_fe6e2ecbc_b6df6691b_20a86a215
41326,2439.0,1646.0,2503.0,1756.0,arvalis_1_c39f45ee0_2f53b1a20_2e262da1c_fe6e2ecbc_b6df6691b_20a86a215
41327,2567.0,1839.0,2649.0,1986.0,arvalis_1_c39f45ee0_2f53b1a20_2e262da1c_fe6e2ecbc_b6df6691b_20a86a215
41328,2600.0,1964.0,2672.0,2015.0,arvalis_1_c39f45ee0_2f53b1a20_2e262da1c_fe6e2ecbc_b6df6691b_20a86a215
41329,2655.0,1946.0,2761.0,2045.0,arvalis_1_c39f45ee0_2f53b1a20_2e262da1c_fe6e2ecbc_b6df6691b_20a86a215
41330,2761.0,1786.0,2850.0,1934.0,arvalis_1_c39f45ee0_2f53b1a20_2e262da1c_fe6e2ecbc_b6df6691b_20a86a215
41331,2852.0,1788.0,2905.0,1905.0,arvalis_1_c39f45ee0_2f53b1a20_2e262da1c_fe6e2ecbc_b6df6691b_20a86a215
41332,2779.0,1624.0,2877.0,1739.0,arvalis_1_c39f45ee0_2f53b1a20_2e262da1c_fe6e2ecbc_b6df6691b_20a86a215
41333,2747.0,1646.0,2800.0,1725.0,arvalis_1_c39f45ee0_2f53b1a20_2e262da1c_fe6e2ecbc_b6df6691b_20a86a215
41334,2633.0,1425.0,2751.0,1567.0,arvalis_1_c39f45ee0_2f53b1a20_2e262da1c_fe6e2ecbc_b6df6691b_20a86a215
41335,2564.0,1440.0,2633.0,1501.0,arvalis_1_c39f45ee0_2f53b1a20_2e262da1c_fe6e2ecbc_b6df6691b_20a86a215
41336,2537.0,1376.0,2682.0,1442.0,arvalis_1_c39f45ee0_2f53b1a20_2e262da1c_fe6e2ecbc_b6df6691b_20a86a215
41337,2611.0,1330.0,2767.0,1383.0,arvalis_1_c39f45ee0_2f53b1a20_2e262da1c_fe6e2ecbc_b6df6691b_20a86a215
41338,2436.0,1325.0,2584.0,1370.0,arvalis_1_c39f45ee0_2f53b1a20_2e262da1c_fe6e2ecbc_b6df6691b_20a86a215
41339,2511.0,1241.0,2598.0,1311.0,arvalis_1_c39f45ee0_2f53b1a20_2e262da1c_fe6e2ecbc_b6df6691b_20a86a215
41340,2399.0,1206.0,2512.0,1288.0,arvalis_1_c39f45ee0_2f53b1a20_2e262da1c_fe6e2ecbc_b6df6691b_20a86a215
41341,2679.0,1184.0,2782.0,1253.0,arvalis_1_c39f45ee0_2f53b1a20_2e262da1c_fe6e2ecbc_b6df6691b_20a86a215
41342,2761.0,1074.0,2855.0,1159.0,arvalis_1_c39f45ee0_2f53b1a20_2e262da1c_fe6e2ecbc_b6df6691b_20a86a215
41343,2812.0,1024.0,2882.0,1090.0,arvalis_1_c39f45ee0_2f53b1a20_2e262da1c_fe6e2ecbc_b6df6691b_20a86a215
41344,2863.0,1152.0,3002.0,1243.0,arvalis_1_c39f45ee0_2f53b1a20_2e262da1c_fe6e2ecbc_b6df6691b_20a86a215
41345,2926.0,1043.0,2987.0,1102.0,arvalis_1_c39f45ee0_2f53b1a20_2e262da1c_fe6e2ecbc_b6df6691b_20a86a215
41346,3007.0,1039.0,3072.0,1079.0,arvalis_1_c39f45ee0_2f53b1a20_2e262da1c_fe6e2ecbc_b6df6691b_20a86a215
41347,3037.0,1081.0,3072.0,1126.0,arvalis_1_c39f45ee0_2f53b1a20_2e262da1c_fe6e2ecbc_b6df6691b_20a86a215
41348,2556.0,1024.0,2639.0,1088.0,arvalis_1_c39f45ee0_2f53b1a20_2e262da1c_fe6e2ecbc_b6df6691b_20a86a215
41349,2321.0,1213.0,2366.0,1272.0,arvalis_1_c39f45ee0_2f53b1a20_2e262da1c_fe6e2ecbc_b6df6691b_20a86a215
41350,2940.0,1348.0,3072.0,1398.0,arvalis_1_c39f45ee0_2f53b1a20_2e262da1c_fe6e2ecbc_b6df6691b_20a86a215
41351,2934.0,1390.0,2994.0,1443.0,arvalis_1_c39f45ee0_2f53b1a20_2e262da1c_fe6e2ecbc_b6df6691b_20a86a215
41352,2820.0,1453.0,2885.0,1502.0,arvalis_1_c39f45ee0_2f53b1a20_2e262da1c_fe6e2ecbc_b6df6691b_20a86a215
41353,2901.0,1449.0,3004.0,1504.0,arvalis_1_c39f45ee0_2f53b1a20_2e262da1c_fe6e2ecbc_b6df6691b_20a86a215
41354,3017.0,1449.0,3072.0,1505.0,arvalis_1_c39f45ee0_2f53b1a20_2e262da1c_fe6e2ecbc_b6df6691b_20a86a215
41355,2841.0,1609.0,2928.0,1668.0,arvalis_1_c39f45ee0_2f53b1a20_2e262da1c_fe6e2ecbc_b6df6691b_20a86a215
41356,2854.0,1571.0,2925.0,1631.0,arvalis_1_c39f45ee0_2f53b1a20_2e262da1c_fe6e2ecbc_b6df6691b_20a86a215
41357,2895.0,1531.0,2961.0,1606.0,arvalis_1_c39f45ee0_2f53b1a20_2e262da1c_fe6e2ecbc_b6df6691b_20a86a215
41358,2937.0,1504.0,3039.0,1600.0,arvalis_1_c39f45ee0_2f53b1a20_2e262da1c_fe6e2ecbc_b6df6691b_20a86a215
41359,2921.0,1616.0,2979.0,1668.0,arvalis_1_c39f45ee0_2f53b1a20_2e262da1c_fe6e2ecbc_b6df6691b_20a86a215
41360,2907.0,1798.0,3052.0,1908.0,arvalis_1_c39f45ee0_2f53b1a20_2e262da1c_fe6e2ecbc_b6df6691b_20a86a215
41361,2941.0,1890.0,3068.0,1989.0,arvalis_1_c39f45ee0_2f53b1a20_2e262da1c_fe6e2ecbc_b6df6691b_20a86a215
41362,3027.0,1865.0,3072.0,1930.0,arvalis_1_c39f45ee0_2f53b1a20_2e262da1c_fe6e2ecbc_b6df6691b_20a86a215
41363,2916.0,1915.0,3008.0,2048.0,arvalis_1_c39f45ee0_2f53b1a20_2e262da1c_fe6e2ecbc_b6df6691b_20a86a215
23157,0.0,20.0,92.0,89.0,arvalis_1_12e8267b0_fbecfeba8_c328e6c68_f7b557230_da389bd36_c9d1bc268
23158,116.0,52.0,182.0,83.0,arvalis_1_12e8267b0_fbecfeba8_c328e6c68_f7b557230_da389bd36_c9d1bc268
23159,112.0,83.0,225.0,156.0,arvalis_1_12e8267b0_fbecfeba8_c328e6c68_f7b557230_da389bd36_c9d1bc268
23160,275.0,44.0,416.0,125.0,arvalis_1_12e8267b0_fbecfeba8_c328e6c68_f7b557230_da389bd36_c9d1bc268
23161,268.0,137.0,401.0,212.0,arvalis_1_12e8267b0_fbecfeba8_c328e6c68_f7b557230_da389bd36_c9d1bc268
23162,71.0,215.0,181.0,301.0,arvalis_1_12e8267b0_fbecfeba8_c328e6c68_f7b557230_da389bd36_c9d1bc268
23163,435.0,253.0,536.0,358.0,arvalis_1_12e8267b0_fbecfeba8_c328e6c68_f7b557230_da389bd36_c9d1bc268
23164,94.0,353.0,220.0,407.0,arvalis_1_12e8267b0_fbecfeba8_c328e6c68_f7b557230_da389bd36_c9d1bc268
23165,0.0,354.0,110.0,414.0,arvalis_1_12e8267b0_fbecfeba8_c328e6c68_f7b557230_da389bd36_c9d1bc268
23166,294.0,386.0,394.0,547.0,arvalis_1_12e8267b0_fbecfeba8_c328e6c68_f7b557230_da389bd36_c9d1bc268
23167,431.0,514.0,504.0,564.0,arvalis_1_12e8267b0_fbecfeba8_c328e6c68_f7b557230_da389bd36_c9d1bc268
23168,457.0,458.0,516.0,523.0,arvalis_1_12e8267b0_fbecfeba8_c328e6c68_f7b557230_da389bd36_c9d1bc268
23169,698.0,496.0,821.0,593.0,arvalis_1_12e8267b0_fbecfeba8_c328e6c68_f7b557230_da389bd36_c9d1bc268
23170,563.0,380.0,716.0,492.0,arvalis_1_12e8267b0_fbecfeba8_c328e6c68_f7b557230_da389bd36_c9d1bc268
23171,610.0,251.0,678.0,381.0,arvalis_1_12e8267b0_fbecfeba8_c328e6c68_f7b557230_da389bd36_c9d1bc268
23172,808.0,230.0,883.0,303.0,arvalis_1_12e8267b0_fbecfeba8_c328e6c68_f7b557230_da389bd36_c9d1bc268
23173,719.0,101.0,780.0,209.0,arvalis_1_12e8267b0_fbecfeba8_c328e6c68_f7b557230_da389bd36_c9d1bc268
23174,652.0,97.0,741.0,267.0,arvalis_1_12e8267b0_fbecfeba8_c328e6c68_f7b557230_da389bd36_c9d1bc268
23175,779.0,0.0,883.0,51.0,arvalis_1_12e8267b0_fbecfeba8_c328e6c68_f7b557230_da389bd36_c9d1bc268
23176,715.0,46.0,801.0,110.0,arvalis_1_12e8267b0_fbecfeba8_c328e6c68_f7b557230_da389bd36_c9d1bc268
23177,534.0,527.0,634.0,616.0,arvalis_1_12e8267b0_fbecfeba8_c328e6c68_f7b557230_da389bd36_c9d1bc268
23178,495.0,542.0,564.0,637.0,arvalis_1_12e8267b0_fbecfeba8_c328e6c68_f7b557230_da389bd36_c9d1bc268
23179,610.0,669.0,734.0,747.0,arvalis_1_12e8267b0_fbecfeba8_c328e6c68_f7b557230_da389bd36_c9d1bc268
23180,864.0,452.0,931.0,701.0,arvalis_1_12e8267b0_fbecfeba8_c328e6c68_f7b557230_da389bd36_c9d1bc268
23181,871.0,734.0,965.0,786.0,arvalis_1_12e8267b0_fbecfeba8_c328e6c68_f7b557230_da389bd36_c9d1bc268
23182,835.0,724.0,886.0,787.0,arvalis_1_12e8267b0_fbecfeba8_c328e6c68_f7b557230_da389bd36_c9d1bc268
23183,783.0,845.0,872.0,998.0,arvalis_1_12e8267b0_fbecfeba8_c328e6c68_f7b557230_da389bd36_c9d1bc268
23184,482.0,666.0,584.0,751.0,arvalis_1_12e8267b0_fbecfeba8_c328e6c68_f7b557230_da389bd36_c9d1bc268
23185,414.0,705.0,479.0,758.0,arvalis_1_12e8267b0_fbecfeba8_c328e6c68_f7b557230_da389bd36_c9d1bc268
23186,308.0,735.0,401.0,1001.0,arvalis_1_12e8267b0_fbecfeba8_c328e6c68_f7b557230_da389bd36_c9d1bc268
23187,541.0,937.0,606.0,1024.0,arvalis_1_12e8267b0_fbecfeba8_c328e6c68_f7b557230_da389bd36_c9d1bc268
23188,439.0,798.0,531.0,1024.0,arvalis_1_12e8267b0_fbecfeba8_c328e6c68_f7b557230_da389bd36_c9d1bc268
23189,150.0,862.0,299.0,1024.0,arvalis_1_12e8267b0_fbecfeba8_c328e6c68_f7b557230_da389bd36_c9d1bc268
23190,8.0,894.0,75.0,1024.0,arvalis_1_12e8267b0_fbecfeba8_c328e6c68_f7b557230_da389bd36_c9d1bc268
23191,128.0,637.0,200.0,706.0,arvalis_1_12e8267b0_fbecfeba8_c328e6c68_f7b557230_da389bd36_c9d1bc268
23192,0.0,583.0,88.0,690.0,arvalis_1_12e8267b0_fbecfeba8_c328e6c68_f7b557230_da389bd36_c9d1bc268
45379,1024.0,267.0,1113.0,349.0,arvalis_1_12e8267b0_fbecfeba8_c328e6c68_f7b557230_da389bd36_c9d1bc268
45380,1116.0,178.0,1226.0,261.0,arvalis_1_12e8267b0_fbecfeba8_c328e6c68_f7b557230_da389bd36_c9d1bc268
45381,1072.0,11.0,1146.0,139.0,arvalis_1_12e8267b0_fbecfeba8_c328e6c68_f7b557230_da389bd36_c9d1bc268
45382,1339.0,168.0,1453.0,251.0,arvalis_1_12e8267b0_fbecfeba8_c328e6c68_f7b557230_da389bd36_c9d1bc268
45383,1418.0,116.0,1481.0,162.0,arvalis_1_12e8267b0_fbecfeba8_c328e6c68_f7b557230_da389bd36_c9d1bc268
45384,1651.0,96.0,1737.0,158.0,arvalis_1_12e8267b0_fbecfeba8_c328e6c68_f7b557230_da389bd36_c9d1bc268
45385,1723.0,95.0,1794.0,150.0,arvalis_1_12e8267b0_fbecfeba8_c328e6c68_f7b557230_da389bd36_c9d1bc268
45386,1024.0,401.0,1241.0,482.0,arvalis_1_12e8267b0_fbecfeba8_c328e6c68_f7b557230_da389bd36_c9d1bc268
45387,1036.0,476.0,1143.0,530.0,arvalis_1_12e8267b0_fbecfeba8_c328e6c68_f7b557230_da389bd36_c9d1bc268
